Category,ProcessedText,SpeakerDialect
اطفال,الوظيفة العامة كذا بتاخذ عليها اجر,Hijazi
درامي,اه هذا المريض الجديد,Hijazi
درامي,يا ام عبد الرحمن يا ام عبد الرحمن انا من يوم ما تقعد اهو لا عندي لا شغله ولا مشغلة غير ليلى الله يخلي لنا هي اوديها كليتها واجيبها من كليتها اهو على الاقل اشغل نفسي شوية,Najdi
كوميدي,نعم وشو هو وش قلت,Khaliji
اطفال,انت يا استاذ عيد تقدر تقولي متى رح تبطل كذب,Hijazi
درامي,طبعا بظهري من فين ما هو لو كنتي انسانة بتفهمي وعارفة شغلك كويس وما انتي مهملة ما كان اللي حصل حصل,Hijazi
اطفال,ايش رح تساوي مع مرت ابوكي وبنتها,Hijazi
اطفال,خذي خذي البرجر ايش رايك في تونا ولا اقول لك بلاش بعدين,Hijazi
درامي,علشان كل واحد يعرف وين مصلحته,Najdi
كوميدي,يطلع لي ماء,Khaliji
درامي,لو سمحت ممكن اتصور معاك,Hijazi
درامي,هاي طبعا طبعا ما عندي سيولة,Najdi
درامي,وانا مالي ياخويا هم كلمتين بعطيك مهلة اربعة و عشرين ساعة تخلصنا من وضع هذا,Egyptian
كوميدي,ما ادري ما حسيته منطقي,Najdi
كوميدي,العميل هو هذا اهم شخص يكون موجود في المحل واحنا اصلا فاتحين محلنا عشان العميل و اللي يبغاه العميل حاجة وحدة,Najdi
كوميدي,يا حضرة الضابط بدال هالورق وهالتعهدات وارسلوا وودوا هالخساير ورى ما تدزونهم انتم المحكمة,Khaliji
درامي,يا بني الزمان هو الزمان والناس هم الناس و الشمس بتشرق من مشرقها وتغرب من مغربها,Najdi
درامي,انت اللي حطيتي نفسك في هالموقف يا بدرية,Khaliji
كوميدي,ايش نسوي دحين,Khaliji
كوميدي,شيكات تحت امركم,Khaliji
كوميدي,احترم روحك وسولف عدل انت منو شايف نفسك شنو مصدوم ومو مصدوم انت المفروض تنصدم من اخلاقك,Najdi
كوميدي,طيب,Najdi
كوميدي,اه ماما ماما,Khaliji
كوميدي,والله العظيم اني ودي ارسلكم تيس نصد يعني لثلاجتكم يعني هاهاها وعندي عمارة,Najdi
اطفال,طبعا طبعا,Hijazi
كوميدي,ايش فيك,Najdi
درامي,وانتي يا هدى اعمليلنا شاي,Hijazi
درامي,اخ,Najdi
كوميدي,تشطر سكرتيري تشطر على السكرتير تعال كلمني انا تعال وجها لوجه لكنك جبان بعدين,Khaliji
درامي,هاهاها ثواني والاكل يكون جاهز,Egyptian
كوميدي,شوف يا شاب شاي انا اقول خلنا ننتهي من هالسالفة انت رجال بتركز على دراستك و بتتركك من خرابيط هالصحافة والتليفزيون انا على استعداد اساعدك من الالف الى الياء خلنا ننتهي من هالسالفة,Najdi
اطفال,اقولك سيد سراج موجود تسكر بوجهي ليش قولي ليش,Hijazi
كوميدي,اه بعرف اه بع ازيد من الدكتور خذ الله يرحم والديك هذه ورقة الكشف هذه اللي قدامك ورقة الكشف,Hijazi
درامي,يرجع في كلامه,Hijazi
درامي,انا بتكلم مع سلطان ولد امي وابوي,Khaliji
كوميدي,نقدر التخصص صعب,Najdi
اطفال,مع السلامة,Hijazi
كوميدي,يتنافضون نفضه,Khaliji
كوميدي,مطلق,Najdi
كوميدي,لا لا صدرك صدرك صدرك شو اسمه كانت شاي,Najdi
درامي,بصراحة انا الحين ما عندي اي كلام دقيق اقوله لك بعد ما تطلع نتيجة التحاليل ونتاكد نقدر نعرف وش فيها,Khaliji
كوميدي,هاهاها واللهي كل اللي ائدر ائوله ان المسلسل ده ان شاء الله حيكون من احسن اعمالي,Egyptian
كوميدي,واحنا فين,Najdi
كوميدي,وانتي عاد ما صدقتي جاكي بقهوة ووافقتي هاهاها الله يسعدهم ان شاء الله يا رب ويوفقهم اقول لك يا ام اسعد هيا قومي سويلي الشيشة,Hijazi
اطفال,ما شا الله عليكم,Najdi
درامي,ربنا معاك,Egyptian
كوميدي,لطيفة,Najdi
كوميدي,طيب يا سعيد وش كان غرض ابو ساري من تغيير نمط حياتك,Najdi
درامي,اذا بماذا تفكر,Egyptian
كوميدي,زهرة باعتني المبسط عندكم مانع,Najdi
كوميدي,ا هذي رواية,Khaliji
درامي,جزاك الله الف خير يا ليت كل الرجال مثلك في امانتك واخلاصك بس انا كان قصدي كان ما دخلت في المبلغ كله,Hijazi
كوميدي,اه,Najdi
اطفال,اه احس انها خايفة كثير شو معصب متلبكة كتير خايفة,Najdi
درامي,هلا هلا يا عم كيف حالك تمام ها شو الاخبار اه حور اتصلت في اخبار عنها,Hijazi
درامي,امسكي لا تكسفيني الله يخليكي,Hijazi
كوميدي,مليت من هالكلام يدخل بيتي انا ما بيه يدخل بيتي بعد اليوم,Khaliji
كوميدي,اشفيك انتي,Khaliji
درامي,طيب انا هشوف من عالباب وراجعلك على طول,Egyptian
كوميدي,يا سلام عليك يا مميز مية واربعين الف ريال ها مين يزود,Najdi
كوميدي,الله يسلمك بس تعرف اخوي هذه الشركة ومحتاجين الفواتير ودي اعرف كم تكلف,Najdi
اطفال,مع السلامة,Hijazi
كوميدي,خلاص يا يحيي لا تقلب علينا الحفل كله عن النمل,Khaliji
درامي,يلا مع السلامة,Khaliji
درامي,صدق يبه,Khaliji
كوميدي,خذ الصحنين شوربة صحنين,Hijazi
اطفال,احنا جايين نبلغ رسالة توصلها للاستاذ منصور,Hijazi
درامي,هاهاها خايفين منه,Najdi
كوميدي,فياريت تطلعون وتقررون وتشوفون الموقع يناسب او ما يناسب,Najdi
كوميدي,لكن صدق الشاعر اللي يقول,Khaliji
درامي,لا تستغل ضعفي ويتمي لهالدرجة بهالطريقة البشعة,Khaliji
كوميدي,وانت من اهله,Egyptian
درامي,لما اخوك ابراهيم رفض,Khaliji
كوميدي,زملائي,Najdi
اطفال,خلينا نشوف ايش اخرتها معاك يا مستغل يا حارس,Najdi
كوميدي,عازمنا عنده,Hijazi
درامي,لا زيد متفق هو وميزر متفقين عليك واخاف يصير بينهم اخلاق متفقين عليك وانا بعلمك بعدين,Khaliji
درامي,ونعتذر له,Egyptian
درامي,مع السلامة,Egyptian
كوميدي,السلام عليكم,Najdi
درامي,سمعيني عدل,Najdi
كوميدي,ارسل اوراقي بالايميل ما تبون تقابلوني خلاص شكرا,Najdi
اطفال,شوف شوف يا سعيد كيف الاخ الصغير يحترم اخوه الكبير,Hijazi
درامي,يوم قلت لك شوية صداع ما صدقتني,Najdi
اطفال,هذولا هيش,Hijazi
كوميدي,مساك الله بالخير,Najdi
درامي,انا اسفة بس قصدي يعني مو معقولة انك تفضل زيارة السجن,Khaliji
درامي,كيف,Hijazi
درامي,لكن لكن يا خسارة حبيتك واعطيتك كل اللي تتمنيه في حياتك,Hijazi
درامي,ومحمد مصيره يرجع لك ويعتذر لك,Khaliji
كوميدي,الكلام اللي قاعد اقوله ليش هو الحقيقة الحقيقة اللي,Khaliji
درامي,واحنا مراقبين الوضع,Hijazi
درامي,خالتي نمتي,Najdi
كوميدي,لا واضح واضح جدا على فكرة ال ال اه الطموح من اول ما تشوفه تقزه قز يبان لك هذا طموح,Najdi
كوميدي,المشكلة في الفلفسه الزائدة اللي مالها سنع,Najdi
درامي,يبقى نقل الفيديوهات,Egyptian
اطفال,غير مصاريف الجامعة الاخويا,Hijazi
كوميدي,انا يا بنيتي ما فهمت نصف كلامك بس مع حسب التوصيف يعني,Khaliji
درامي,والله خفت عليها من المسبح ولو تهدونه ابرك,Khaliji
درامي,وهل الانسان ما عاد يعني لي شيء,Najdi
كوميدي,ها اه يا من احيا وش السالفة,Hijazi
اطفال,الو,Egyptian
كوميدي,الو,Najdi
اطفال,مع جدو سرحان وبابا فرحان وعيد وسعيد وسموره,Hijazi
اطفال,وهنا اخر حدود البيت يعني اخر الحديقة,Hijazi
كوميدي,سعد اومال دا مطلوب من دول يا بيه مش شركات ومكاتب,Egyptian
اطفال,ولا شي,Khaliji
درامي,اختك هي اللي رفضت هو ماله ذنب,Khaliji
درامي,الله يبارك فيك,Najdi
اطفال,والجريدة اللي حننفصل منها,Hijazi
درامي,انهم لازم يرجعون لديرة الاسرة اما انا,Khaliji
اطفال,حسبي الله عليك نعم ايش تبغي,Hijazi
درامي,انقلع ايه,Najdi
درامي,ما اعرفش انت بتتكلم عن ايه,Egyptian
اطفال,اكيد هذا ما راح يسيبني في حالي,Hijazi
كوميدي,هص ولا كلمة لا عاد تعيدين الوظيفة الكلام ده استحي على سنك,Najdi
كوميدي,يبه ابوي ابوي يا مطر ابوي ها,Khaliji
كوميدي,والابلة فوزيه هذه هذه شروطه كثيرة تبي من اشوو واحد شباب,Khaliji
اطفال,حاول جابر انه يلاقي شغل عند اي احد من اهل القرية وباي اجر,Hijazi
درامي,وحتى نتخلص من جميع هالمشاكل ويسد الطريق على بعض الناس المتفرجين,Khaliji
درامي,يعني شلون ما في سواقة يبي يكسر كلامي,Khaliji
اطفال,ايوه اه يعني انا لو كذبت عليهم واكتشفوا الحقيقة,Khaliji
كوميدي,تاتي دعوة الله يسلمك هاهاها ما شاء الله الزبون لما يدخل كذا بالديكور هذا يقول في مهندس ايطالي في مهندس فرنسي هو اللي مسوي الديكور هذا ماشاء الله ايش شهادات هذا,Hijazi
درامي,حامد,Hijazi
كوميدي,والان مع المتسابق شادي من لبنان,Najdi
درامي,رجل طيب يا ابن الحلال ما تستاهل تكفى يا دكتور يعني المسكين عنده ضغط,Hijazi
كوميدي,لكن واضح من المنتج,Najdi
كوميدي,ايه اوعا تغلط,Egyptian
كوميدي,بدينا بدينا بالحركات البايخة وحركات المنافسة اقول اذا عندك نصيحة عطني اياها اذاما عندك اركض فديتك,Khaliji
كوميدي,سوف توفر سوسن سوسن,Hijazi
درامي,خلاص خلاص,Hijazi
كوميدي,طيب طيب طيب طيب انا بجيكم طيب طيب البلا هذا كله من الكتاب بس وش في بالظبط انا ما ادري انا لازم اوديه لراعية اتخلص منه,Najdi
اطفال,وانا موجود هنا عشان حياتي في خطر زي ما قلتوا,Khaliji
كوميدي,لا والله ما عجبتني الدر دعة ولا جت في بالي اصلا ذولي كلهم عمليات تجميل ومكياج الزين والله شوف عاليسار يا فديت هالراس انا كله,Najdi
اطفال,ايوه بس انت كده بتخدعه,Hijazi
درامي,ما بعرف انا,Egyptian
درامي,رح اقول له على كل شي خصوصا هو يعرف اللي صار ببيتكم رح اقول له على شان يساعدنا نقدر نوصل لمحمد بسرعة,Khaliji
كوميدي,بالنسبة لل اه مراجعة المدرسة موجودة داخله في خدمات الف,Najdi
درامي,اش صاير في الناس تنسى نفسها,Khaliji
اطفال,مع معلش معلش يا خوي دان صد صدقني مو قصدي,Hijazi
درامي,خلاص لازم اسكت,Najdi
كوميدي,انا مرتاح,Najdi
كوميدي,صديق يا قلب العنو,Egyptian
كوميدي,نايم,Khaliji
اطفال,كويس كويس,Najdi
كوميدي,خمس ثواني واكون عندش,Najdi
اطفال,مسكين يا خبير,Hijazi
اطفال,لا يا سمورة لا يا سمورة لا تقول لى على بشير كذا لا,Hijazi
درامي,انا اقول نخلي جلستنا بكره,Khaliji
درامي,وطبعا كلكم عارفين ان اصول ال الرسائل اللي فتحنا لها اعتمادات مالية بشكل الي,Najdi
درامي,انت معي ولا ضدي,Najdi
اطفال,مين افتح يا درويش,Hijazi
كوميدي,ايه لحية ما تفهم,Najdi
درامي,ادخل,Khaliji
درامي,لا ما اعتقد هي بس احس مرة تشبهها,Hijazi
درامي,ساتر يا رب,Egyptian
درامي,اللي قاعد يصير الان لا يمكن يكون من تخطيط ابراهيم اخوي ما يعرف يخطط,Khaliji
كوميدي,تاكد تاكد يا معيض ان اخوانك بيوافقون على زواجك يلا اللي صبرنا هالايام كلها اصبرنا هاليومين الجاية يا سلام عليك,Najdi
كوميدي,فيها غرفتين غرفتين,Najdi
اطفال,وانتوا بتقولوا انه ام الخير هذي زعيمة عصابة طب ما تساعدكم,Hijazi
درامي,الله يهديك,Najdi
اطفال,عبد الله الربيعة,Najdi
درامي,وانتم تعرفون,Najdi
درامي,ويشوفها تنزي وهي تمشي جاء يبي يقلدها فهمت,Najdi
اطفال,هدية بسيطة للضابط الي اسمه النمر,Hijazi
كوميدي,عين لا سمح الله,Hijazi
درامي,طيب,Hijazi
كوميدي,اكيد الصك الا تبي نبيع بدون صك ما يصير,Khaliji
كوميدي,اي اي حنا من فخذ المراصيع,Najdi
اطفال,حكيم جان فدحين احنا لو لقينا الكنز هذا,Hijazi
كوميدي,قولولي انتو عايزين ايه بالظبط,Egyptian
اطفال,هو الميزة فيه ان له مروحة اضفت هذا عشان لمن,Hijazi
درامي,ها سلطان,Egyptian
كوميدي,و مالك الا خشمك,Egyptian
درامي,سادة على ما اعتقد,Khaliji
درامي,شلون شف,Najdi
درامي,وهذي النتيجة الله يطولي عمرك,Egyptian
كوميدي,للمرة الالف ارجع واقول لكم تاني ما تتخيلوش انا قد ايه مبسوط وفرحان قوي قوي,Egyptian
درامي,تفكر في تخلي اهلك عنك,Egyptian
درامي,الله يبارك لي فيك يا حبيبتي,Najdi
درامي,عاذرتك بس كذه ابي العب باعصابك,Najdi
كوميدي,زين الصك وصل ما اختلفنا لكن هو وين راح وين شرد دورنا عليه في كل مكان وين شارد علمنا وين شارد,Khaliji
درامي,نعم نعم,Hijazi
درامي,طلع طمعان بفلوسك وحتى,Najdi
كوميدي,الحمد لله يا عمتي,Najdi
كوميدي,هذه عشرين ريال وقوم روح المدرسة ولا تفوت عليك اليوم يما قوم,Najdi
درامي,سلطان,Najdi
درامي,بيغنيهم بالحلال,Khaliji
درامي,حتى لو ماني قادر,Najdi
اطفال,اذا كنتي انتي نايمة,Hijazi
اطفال,اهلا شي في حياتي اختي الكبيرة,Najdi
اطفال,شكرا شكرا استريحي,Hijazi
اطفال,يا رب,Hijazi
درامي,لا ما عندي مشكلة ليش فيه شي,Hijazi
كوميدي,انا دخيل امش وابيش وخوالش ما جيش في حاجة وعود على مااش والله,Najdi
درامي,عصام عيوني,Najdi
كوميدي,اقول واحد,Najdi
درامي,ان كان قصدكم اني انزح من ذا المكان فهذي يا ولدي,Najdi
درامي,هلا بعمري الشاعر الكبير شبيب يا هلا,Najdi
اطفال,بلا خوف بلا كلام فاضي هيا قوموا يلا قوموا قدامي عشان تتغدوا هيا,Hijazi
درامي,تعال يا ولدي احمد تعال,Najdi
درامي,لا يومه ما راح تاخد غيرها دام راسي يشم الهوا,Hijazi
اطفال,يا ولدي صدقني ياسين يا ولدي كنت اتمنى اا انه يكون عندي ولد في صفاتك,Hijazi
درامي,حامد,Khaliji
اطفال,اه هاها اذن الحكاية فيها مقالب كتيرة ما هو كده,Hijazi
اطفال,غريبة كل واحد بيدافع عن شريكه لمجرد انه شريكه بس وما هو مهم الحقيقة ايش,Hijazi
كوميدي,انا ما الله رزقني بعيال,Khaliji
كوميدي,اقول هانت,Hijazi
كوميدي,يا الله يا لطيف يا لطيف يا لطيف,Najdi
كوميدي,ها وهذي اربع ميتين,Najdi
درامي,بلاش نشحططو في السفر,Egyptian
اطفال,لا حول ولا قوة الا بالله,Hijazi
كوميدي,فاهم فاهم فاهم بس ليش انت معصب يا ابن الحلال ليش معصب اي انا ابيك تحترم الرجال علشان هو اللي بيصير مديرك عقبي فاهم لصاجة,Khaliji
كوميدي,يعني يا زوجي غريب جدا جدا,Najdi
درامي,لا انا,Najdi
درامي,اه لجل كذه طال عمرك جميع الاوراق اللي وقعتها نوف رجعت كلها,Najdi
كوميدي,ماذا تقول يا عنتر انت تطب مضاربنا لن تطب مضاربنا وهذا سيفي من مغمده,Najdi
اطفال,اول شي طبعا لفت نظر خالد الحلاوة,Najdi
درامي,لا حول ولا قوة الا بالله لا اله الا الله,Najdi
درامي,ولولا ولدي ماجد,Najdi
كوميدي,نشوف عطينا وقت نشوف يا وظيفة ونستحدث وحدة ثانية ونحطه فيها,Najdi
درامي,يا اخي نسوي شي كثير نرفع الظلم على المظلوم,Hijazi
درامي,تسيرين انتي ويا العمة تروحون ترتاحون بالبيت و و ان شاء الله احنا بنكون على اتصال فبعض,Najdi
درامي,الوه حمودي حبيبي تعال الحين بسرعة ايه توني واصلة انا واختي ندى بيت امك,Khaliji
كوميدي,لا لا,Egyptian
كوميدي,مصلح,Najdi
درامي,ضده,Hijazi
كوميدي,يعني تعلمني انا بعد ادري انها مؤامرة لكن الله كريم الله كريم يا عم خلف,Najdi
اطفال,اوكي بس اتصل بي بلغني,Najdi
كوميدي,هالحين,Khaliji
درامي,من متى حمدون السعدي,Egyptian
اطفال,خوخ انت كل ما تشوف الوجه تكلميني عن مشاكل الجزيرة لازم كل شوي تفكرين,Hijazi
درامي,ومين ضدي,Egyptian
درامي,انت تعرف السر هذا لو طلع,Najdi
كوميدي,وش يصير شيخ مبارك هذا دكتور معتمد,Najdi
كوميدي,هذا اللي قاهرني,Khaliji
اطفال,الا معانا سواق للطيارة بس اول ما نوصل في الجو يعني راح اسوق انا,Hijazi
درامي,ادخلي بس اقعدي الاول وانا افهمك كل حاجة,Egyptian
درامي,في الاول يا يبه انا كنت قاعد اتفرج عليهم و بن فهره طايح فيهم ضارب وواحد يطير في السماء وواحد يزحفه على بطنه قلت عيب يا حمد مومعقول شذي قاعد تتفرج عليهم قلت تدري مالي الا امسك واحد فيهم واقول حق الفيلا تعال ولا قلتله تعال عشان هنا ولا البوكس وبدل ما يناول هو اخ يا وجهي اسكت اسكت اسكت لا تفشي لا تقول شي,Khaliji
درامي,ما هو مهم هذا الحين,Khaliji
اطفال,حرام عليك ليش تخلي الولد يسيب البلد ويتغرب,Hijazi
كوميدي,طيب احنا سمعناتش,Khaliji
كوميدي,وايش فيها ليلى بنت العز عندها فلوس وابوها عبد الله صاحبي وصديقي وحبيبي وبعدين الف واحد يتمناها يا وليدي,Khaliji
كوميدي,دحينا لما نبغى نجلسه وما نبغى نسفره وتقولوا لازم يسافر ويترحل ايش قصدك انت يا عسكري ها ايش قصدك,Hijazi
كوميدي,يومه صقر دور في سوق الحراج ما خلى مكان ما خلى سحارة ما خلى ثلاجة ما حصلت انا وين بحصلها بس,Najdi
كوميدي,انا قلت هذي السنة احج يعني هذي السنة احج وما علي من احد,Hijazi
كوميدي,ء اذكر ايام اذكر انا حبيبي ءءاقرا الجريدة واشوف ايش الاخبار,Khaliji
درامي,ما ابي اقول لخالي وفي نفس الوقت لو ما قلت له يمكن يزعل مني,Najdi
درامي,انا بدالك منو وراي حسبتلك,Hijazi
درامي,توصيني على عيالك يا عم عبد الرحمن,Najdi
اطفال,الحركة هادي,Khaliji
كوميدي,بو ب لا بو بشير اه طلع مشوار بيرجع بعد شوي ان شاء الله الله يسلمك,Najdi
كوميدي,الا والله شوي شوي مرة زي العسل انشوينا احنا زي العسل انت فاضية روحي روحي يلا ربي يوفقك تقول شويتوا شويتوا وين اشوف,Hijazi
درامي,من زمان وانا بفكر فيها,Hijazi
كوميدي,الحمد لله عالسلامة يا ابو فيصل,Khaliji
كوميدي,احلام هندية وبتهوفن,Hijazi
درامي,الوالد مريض ولازم يستريح,Egyptian
كوميدي,يا حبي لكم والله عنكم عز الله يعزكم الله يهديهم كم الله يديمكم نعمة ما حافظنا عليها نعمة ما حافظنا عليها,Najdi
كوميدي,انت عارف ايه الفضيحة انك انت خريج اسكندرية وياريتك بقى نن نجح عن استحقاق دة انت مزقزق زقة يا جدع ما يطلعهاش في مطلع بلاش اقول بس,Egyptian
كوميدي,قولي له بالظبط وشلون اجتمعوا الثلاثة هذولي عندنا قدام القسم,Najdi
درامي,ما عرفتك كنتي انسانة ثانية في العيادة,Hijazi
درامي,نجوى تقدرين تقوليلي وش السبب اللي خلاكم تسوون اللي انتم سويتوه,Khaliji
درامي,اشوفك كده يا سالم تروحون وترجعون لنا بالسلامة يا بنتي يا هدى,Khaliji
درامي,هذا كله عشان بنت روزلي,Najdi
كوميدي,رد يا صقر,Khaliji
درامي,انا يا عصام ما ابغى اذلك استغفر الله انا ابغاك تفكر في الايام اللي جاية في بكرة خاصة لانك ما تشتغل,Hijazi
درامي,استاذ مشعل هذا تحقيق رسمي اذا عندك اي توضيح ممكن تعرضه بكرة على النيابة,Khaliji
درامي,يا رب ساعدني,Najdi
درامي,تلاقيه في الغسيل شوفلك شراب تاني والبسه,Hijazi
كوميدي,يا عبد الله تصدق انا من زمان ما ضحكت,Khaliji
درامي,ولا غيره,Najdi
كوميدي,الله يهديك بس يا رويشد,Najdi
اطفال,سموره,Hijazi
اطفال,بشويش على مهلك,Hijazi
درامي,وعليكم السلام,Egyptian
كوميدي,اه يالقهر ايوا,Najdi
اطفال,ايش اللي هو موجود في معملك هناك وما هو موجود هنا قلنا عليه نروح نجيبه لك,Hijazi
درامي,لانه لما كنا نحكي شفت صورت صورتنا مقلوبة,Hijazi
كوميدي,فؤاد يا مرحبا يك يا مرحبا بك يا غالي,Hijazi
درامي,ويفرحك بعيالك,Khaliji
اطفال,هذي الدنيا,Najdi
درامي,ياما دقت على الراس طبول,Egyptian
درامي,الناس يقولون انهم ساعات يشوفون حسن,Khaliji
كوميدي,صدق ما اصلا ما ما ما حب هذا عندنا كثير عند ابو يجيب كل يوم غيرواضح,Najdi
اطفال,الوحش ما رح ينتقم مننا لانو الوحش,Hijazi
كوميدي,ااه,Egyptian
كوميدي,ايش اللي ممصوعة ما ممصوعة الف مرة اقول لك لا تتدخلين بشي ما تفهمينه فاهمة ولا لا كلي يلا كلي,Najdi
درامي,نورا ما بتتوظف يا سعود,Najdi
درامي,ابى اروح بس خليه يقوم يصلي,Najdi
درامي,مع السلامة بيجي اليوم اللي اوقف ها العجوز عند حاا,Khaliji
كوميدي,الله يعينك ويصبرك عليه ان شاء الله طيب انا استاذن ودي امشي طال عمرك,Hijazi
درامي,اتفاهم معاه على ايش حامد حاولت اعرف ايش سبب رفضه ما اداني الفرصة اتناقش معاه وتقولي روح اتفاهم معاه انا اسف يا حامد,Hijazi
اطفال,اثنين شفته نفس الجواب اللي عندي ممتاز اعطيه التسعة ارقام,Najdi
كوميدي,ويين يمركببدي من ويثام من ويثام يمر,Khaliji
اطفال,يلا ربنا يوفقهم,Hijazi
درامي,لا والله انعاشت راسي مانت متجوز قبل خالك,Hijazi
كوميدي,مبروك مبروك يا بنيتي,Najdi
كوميدي,يستاهل بشير هذا واحد من عيالنا والله يستاهل بس ودي اعرف وش الموضوع عشان نفزعله,Najdi
اطفال,اذا انت حبيت ان انت تفضل هنا في القرية,Khaliji
درامي,جاينا الحين,Khaliji
اطفال,الالغاز الشفهيه اقولك وتقولي,Najdi
اطفال,الخوف من عاصم وطيعه الضعف فاهم ولا لا,Hijazi
اطفال,يعني شلون يا اسوي الغلط يا ما يصير عندي فلوس,Hijazi
درامي,لكن يا امى ام يعني,Hijazi
اطفال,لا لا والف لا,Hijazi
اطفال,كله منك,Hijazi
كوميدي,خليكم معايا على الصبورة,Egyptian
اطفال,ايه ده لا لا لا مستحيل,Hijazi
درامي,خالد سوى فيك شيء,Hijazi
اطفال,انتي غبية وراح تفضلي طول عمرك غبية,Hijazi
اطفال,اكيد في احد لانه في نور,Khaliji
درامي,انتي لا يمكن تتغيرين حتفضلين طول عمرك تافهه وما تستحقين ان الانسان يضحي بحياته علشانك انتي واخوك,Najdi
كوميدي,افزعلي,Najdi
كوميدي,وقابلت البواب سم,Najdi
كوميدي,ارحم منك يا حمد,Khaliji
اطفال,كده ترتيل,Najdi
درامي,بس اهم من العلاج الحالة النفسية,Egyptian
درامي,من صدق بتخليني اروح لاهلي بروحي,Khaliji
كوميدي,البيت اللي ضامه ويا زوجته البيت اللي ضامه ويا زوجته ما سال فيه,Khaliji
اطفال,واجب الفرد نحو بلاده انه يعيش يبني امجاده ويبقى مصيره دايما ليكم اهلا بيكم واجب الفرد نحو بلاده انه يعيش يبني امجاده ويبقى مصيره دايما ليكم اهلا بيكم,Egyptian
درامي,رايح رايح شنو قصدك,Najdi
كوميدي,انا يما,Najdi
كوميدي,اذيه ولو ما حصلته بعد بحرج عليك في المحل,Khaliji
درامي,الو فواز,Khaliji
كوميدي,عارف ليه,Egyptian
درامي,على,Hijazi
اطفال,على العموم احنا بنفتش البيت دحين وان شاء الله اكيد رايحين نوصل لشي,Hijazi
كوميدي,بسيطة بسيطة بسيطة بسيطة مو مرة مهم خلاص شوف شغلك شوف شغلك شوف شغلك,Najdi
كوميدي,خلاص خلاص يمه خلاص ما يصير الا خير,Khaliji
درامي,استغفر الله العظيم,Egyptian
كوميدي,ابتسامة شوفي عاد المكياج عالم كبير وواسع انت عارفة هذا الشي حنا هنا ما نجيب الا افضل البراندات البضاعة هذي جاية اليوم,Najdi
كوميدي,لا وين زي السمن عالعسل,Najdi
كوميدي,الحمد لله رب العالمين خالتي احنا الله من علينا لابسين واكلين شاربين الحمد لله رب,Khaliji
كوميدي,المراقبه السلام عليكم,Najdi
درامي,يقولي يا بويا,Najdi
كوميدي,سم,Najdi
كوميدي,ضيعت عمري علشانه,Najdi
اطفال,يا ترى ايش الخطوة الجاية يا صقر,Hijazi
كوميدي,خالتي,Najdi
كوميدي,عساك والله ما تدري يا الحبيب,Najdi
درامي,صدقني يا خالد انا حاولت بس نادين هي اللي اصرت انهم يجوا اليوم,Najdi
اطفال,ياسلام,Hijazi
درامي,اليوم بروح اشوف ولدي طلال,Khaliji
اطفال,بس ايام مصرة الناس تفكرني بيه يا سموره,Hijazi
كوميدي,تبغى شاهي,Najdi
درامي,ومنتظر صفارة الحكم بفارغ الصبر,Hijazi
درامي,سبحانه,Khaliji
كوميدي,ععا عبد الله,Egyptian
اطفال,يعني خايف علينا من الاشباح والعفاريت اللي في القصر الاسود طيب مو مستقيم راح ورجع لا شاف اشباح ولا قابل عفاريت,Hijazi
كوميدي,يا عيني ا,Hijazi
اطفال,راح اموت,Khaliji
كوميدي,اشتروا مني بعد شتبون,Hijazi
درامي,وانا الحقيقة حبيت اطرح عليج فكرة ترشيح نفسج,Khaliji
كوميدي,يوبه,Najdi
اطفال,التهمة ثابتة عليكمثاب,Hijazi
درامي,معليش يام حامد انتي عارفة انه المانجا غالية شوي وبعدين انا اوعدك ان شاء الله في نهاية الشهر اجيب لك كل اللي نفسك فيه,Hijazi
اطفال,عسكري,Hijazi
كوميدي,وهذي قاعدة,Najdi
اطفال,ايش بك يابن العم اهدا شوي انا جاي اضاربك ولا ايش اهدا اهدا اهدا شوي,Hijazi
كوميدي,الو,Najdi
كوميدي,اقول ترى واحدا من عيالنا ها ايه,Khaliji
اطفال,خلينا نقول رحلة بلال تفضل حبيبي,Najdi
اطفال,اخيرا يا عقاب,Hijazi
كوميدي,وسبع البرمبة دي ولا السبع الحجر والحجر السبع,Egyptian
كوميدي,اه,Najdi
درامي,فكرة من هالافكار والعبارات اللي ماهي مفهومة,Khaliji
درامي,المفروض اني اقابل رئيس القسم اليوم,Najdi
درامي,يا ابو مسامح,Najdi
درامي,انا ما رح اتزوجها,Khaliji
درامي,معلش حاولى انش مرة ثانية تتاكدين يا طويلة العمر,Khaliji
اطفال,ما في شيء اسمه وحش,Hijazi
درامي,الان ان تخلصت من,Najdi
كوميدي,سمعتيني وقولي له انه قال الدكتور لازم تقعدين معززة مكرمة ولا تحطين حتى الخيط في الابرة سمعتي,Hijazi
كوميدي,اعربن,Najdi
كوميدي,رغبتها,Najdi
درامي,اتصلي بمحمد خليه يرجع من سفرته,Najdi
كوميدي,اه ان شاء الله انا بحاول ان ادور على الرجال هذا لكن والله ما اعتقد انه فاضي,Najdi
اطفال,اكيد اكيد والي يفيد مصلحتهم نحنا لازم نسويه,Hijazi
كوميدي,على متمه طابخة المرقوق لذاتنا وش نبي بالمرقوق امس انت طابخة مرقوق وين الثا حق المحشي الكوسة اللي انتي قاعدة تقرين فيه امبارح,Najdi
